title,address,meters,zone,direction,link,price,num,update_date,other
精装修 带车位 拎包入住，看房方便，房东诚心出租,金都夏宫,90,4室1厅,南,https://hz.lianjia.com/zufang/103102737707.html,3000,0,2018.09.08 ,临平租房/低楼层(共19层)/暂无数据
白马湖小区白鹤苑5居室 06卧,白马湖小区白鹤苑,11.8,5室1厅,西,https://hz.lianjia.com/zufang/HZ0004809189.html,1790,0,2018.08.12 ,白马湖租房/中楼层(共28层)/暂无数据
精装修  湖景房 可视整个南湖 看湖无死角,湖山帝景湾,130,3室2厅,西,https://hz.lianjia.com/zufang/103102755162.html,7000,1,2018.09.08 ,未来科技城租房/中楼层(共22层)/2015年建板楼
新西湖小镇 2室1厅 2300元,新西湖小镇,89,2室1厅,北,https://hz.lianjia.com/zufang/103102750797.html,2300,0,2018.09.07 ,闲林租房/低楼层(共24层)/2012年建板楼
钱塘航空大厦 2室1厅 10000元,钱塘航空大厦,111,2室1厅,东南,https://hz.lianjia.com/zufang/103102750409.html,10000,0,2018.09.07 ,钱江新城租房/低楼层(共37层)/2012年建塔楼
西溪蓝海 1室1厅 3100元,西溪蓝海,40,1室1厅,南,https://hz.lianjia.com/zufang/103102736273.html,3100,0,2018.09.05 ,未来科技城租房/中楼层(共23层)/2017年建板楼
新天地G193广场 1室1厅 2700元,新天地G193广场,30,1室1厅,东 西,https://hz.lianjia.com/zufang/103102741276.html,2700,0,2018.09.03 ,三塘租房/高楼层(共20层)/2016年建板楼
精装修 带车位 拎包入住，看房方便，房东诚心出租,金都夏宫,90,4室1厅,南,https://hz.lianjia.com/zufang/103102737707.html,3000,0,2018.09.08 ,临平租房/低楼层(共19层)/暂无数据
白马湖小区白鹤苑5居室 06卧,白马湖小区白鹤苑,11.8,5室1厅,西,https://hz.lianjia.com/zufang/HZ0004809189.html,1790,0,2018.08.12 ,白马湖租房/中楼层(共28层)/暂无数据
赵家花苑 2室1厅 3000元,赵家花苑,63,2室1厅,南,https://hz.lianjia.com/zufang/103102759304.html,3000,1,2018.09.05 ,丁桥租房/低楼层(共15层)/2014年建板楼
精装修  湖景房 可视整个南湖 看湖无死角,湖山帝景湾,130,3室2厅,西,https://hz.lianjia.com/zufang/103102755162.html,7000,1,2018.09.08 ,未来科技城租房/中楼层(共22层)/2015年建板楼
新西湖小镇 2室1厅 2300元,新西湖小镇,89,2室1厅,北,https://hz.lianjia.com/zufang/103102750797.html,2300,0,2018.09.07 ,闲林租房/低楼层(共24层)/2012年建板楼
钱塘航空大厦 2室1厅 10000元,钱塘航空大厦,111,2室1厅,东南,https://hz.lianjia.com/zufang/103102750409.html,10000,0,2018.09.07 ,钱江新城租房/低楼层(共37层)/2012年建塔楼
西溪蓝海 1室1厅 3100元,西溪蓝海,40,1室1厅,南,https://hz.lianjia.com/zufang/103102736273.html,3100,0,2018.09.05 ,未来科技城租房/中楼层(共23层)/2017年建板楼
新天地G193广场 1室1厅 2700元,新天地G193广场,30,1室1厅,东 西,https://hz.lianjia.com/zufang/103102741276.html,2700,0,2018.09.03 ,三塘租房/高楼层(共20层)/2016年建板楼
精装修 带车位 拎包入住，看房方便，房东诚心出租,金都夏宫,90,4室1厅,南,https://hz.lianjia.com/zufang/103102737707.html,3000,0,2018.09.08 ,临平租房/低楼层(共19层)/暂无数据
白马湖小区白鹤苑5居室 06卧,白马湖小区白鹤苑,11.8,5室1厅,西,https://hz.lianjia.com/zufang/HZ0004809189.html,1790,0,2018.08.12 ,白马湖租房/中楼层(共28层)/暂无数据
赵家花苑 2室1厅 3000元,赵家花苑,63,2室1厅,南,https://hz.lianjia.com/zufang/103102759304.html,3000,1,2018.09.05 ,丁桥租房/低楼层(共15层)/2014年建板楼
精装修  湖景房 可视整个南湖 看湖无死角,湖山帝景湾,130,3室2厅,西,https://hz.lianjia.com/zufang/103102755162.html,7000,1,2018.09.08 ,未来科技城租房/中楼层(共22层)/2015年建板楼
新西湖小镇 2室1厅 2300元,新西湖小镇,89,2室1厅,北,https://hz.lianjia.com/zufang/103102750797.html,2300,0,2018.09.07 ,闲林租房/低楼层(共24层)/2012年建板楼
钱塘航空大厦 2室1厅 10000元,钱塘航空大厦,111,2室1厅,东南,https://hz.lianjia.com/zufang/103102750409.html,10000,0,2018.09.07 ,钱江新城租房/低楼层(共37层)/2012年建塔楼
西溪蓝海 1室1厅 3100元,西溪蓝海,40,1室1厅,南,https://hz.lianjia.com/zufang/103102736273.html,3100,0,2018.09.05 ,未来科技城租房/中楼层(共23层)/2017年建板楼
新天地G193广场 1室1厅 2700元,新天地G193广场,30,1室1厅,东 西,https://hz.lianjia.com/zufang/103102741276.html,2700,0,2018.09.03 ,三塘租房/高楼层(共20层)/2016年建板楼
精装修 带车位 拎包入住，看房方便，房东诚心出租,金都夏宫,90,4室1厅,南,https://hz.lianjia.com/zufang/103102737707.html,3000,0,2018.09.08 ,临平租房/低楼层(共19层)/暂无数据
白马湖小区白鹤苑5居室 06卧,白马湖小区白鹤苑,11.8,5室1厅,西,https://hz.lianjia.com/zufang/HZ0004809189.html,1790,0,2018.08.12 ,白马湖租房/中楼层(共28层)/暂无数据
赵家花苑 2室1厅 3000元,赵家花苑,63,2室1厅,南,https://hz.lianjia.com/zufang/103102759304.html,3000,1,2018.09.05 ,丁桥租房/低楼层(共15层)/2014年建板楼
精装修  湖景房 可视整个南湖 看湖无死角,湖山帝景湾,130,3室2厅,西,https://hz.lianjia.com/zufang/103102755162.html,7000,1,2018.09.08 ,未来科技城租房/中楼层(共22层)/2015年建板楼
新西湖小镇 2室1厅 2300元,新西湖小镇,89,2室1厅,北,https://hz.lianjia.com/zufang/103102750797.html,2300,0,2018.09.07 ,闲林租房/低楼层(共24层)/2012年建板楼
钱塘航空大厦 2室1厅 10000元,钱塘航空大厦,111,2室1厅,东南,https://hz.lianjia.com/zufang/103102750409.html,10000,0,2018.09.07 ,钱江新城租房/低楼层(共37层)/2012年建塔楼
西溪蓝海 1室1厅 3100元,西溪蓝海,40,1室1厅,南,https://hz.lianjia.com/zufang/103102736273.html,3100,0,2018.09.05 ,未来科技城租房/中楼层(共23层)/2017年建板楼
新天地G193广场 1室1厅 2700元,新天地G193广场,30,1室1厅,东 西,https://hz.lianjia.com/zufang/103102741276.html,2700,0,2018.09.03 ,三塘租房/高楼层(共20层)/2016年建板楼
中海御道 4室2厅 23000元,中海御道,238.12,4室2厅,南 北,https://hz.lianjia.com/zufang/103102715136.html,23000,0,2018.09.07 ,钱江新城租房/中楼层(共29层)/2016年建板塔结合
精装修 带车位 拎包入住，看房方便，房东诚心出租,金都夏宫,90,4室1厅,南,https://hz.lianjia.com/zufang/103102737707.html,3000,0,2018.09.08 ,临平租房/低楼层(共19层)/暂无数据
白马湖小区白鹤苑5居室 06卧,白马湖小区白鹤苑,11.8,5室1厅,西,https://hz.lianjia.com/zufang/HZ0004809189.html,1790,0,2018.08.12 ,白马湖租房/中楼层(共28层)/暂无数据
赵家花苑 2室1厅 3000元,赵家花苑,63,2室1厅,南,https://hz.lianjia.com/zufang/103102759304.html,3000,1,2018.09.05 ,丁桥租房/低楼层(共15层)/2014年建板楼
精装修  湖景房 可视整个南湖 看湖无死角,湖山帝景湾,130,3室2厅,西,https://hz.lianjia.com/zufang/103102755162.html,7000,1,2018.09.08 ,未来科技城租房/中楼层(共22层)/2015年建板楼
新西湖小镇 2室1厅 2300元,新西湖小镇,89,2室1厅,北,https://hz.lianjia.com/zufang/103102750797.html,2300,0,2018.09.07 ,闲林租房/低楼层(共24层)/2012年建板楼
钱塘航空大厦 2室1厅 10000元,钱塘航空大厦,111,2室1厅,东南,https://hz.lianjia.com/zufang/103102750409.html,10000,0,2018.09.07 ,钱江新城租房/低楼层(共37层)/2012年建塔楼
西溪蓝海 1室1厅 3100元,西溪蓝海,40,1室1厅,南,https://hz.lianjia.com/zufang/103102736273.html,3100,0,2018.09.05 ,未来科技城租房/中楼层(共23层)/2017年建板楼
新天地G193广场 1室1厅 2700元,新天地G193广场,30,1室1厅,东 西,https://hz.lianjia.com/zufang/103102741276.html,2700,0,2018.09.03 ,三塘租房/高楼层(共20层)/2016年建板楼
中海御道 4室2厅 23000元,中海御道,238.12,4室2厅,南 北,https://hz.lianjia.com/zufang/103102715136.html,23000,0,2018.09.07 ,钱江新城租房/中楼层(共29层)/2016年建板塔结合
精装修 带车位 拎包入住，看房方便，房东诚心出租,金都夏宫,90,4室1厅,南,https://hz.lianjia.com/zufang/103102737707.html,3000,0,2018.09.08 ,临平租房/低楼层(共19层)/暂无数据
白马湖小区白鹤苑5居室 06卧,白马湖小区白鹤苑,11.8,5室1厅,西,https://hz.lianjia.com/zufang/HZ0004809189.html,1790,0,2018.08.12 ,白马湖租房/中楼层(共28层)/暂无数据
赵家花苑 2室1厅 3000元,赵家花苑,63,2室1厅,南,https://hz.lianjia.com/zufang/103102759304.html,3000,1,2018.09.05 ,丁桥租房/低楼层(共15层)/2014年建板楼
精装修  湖景房 可视整个南湖 看湖无死角,湖山帝景湾,130,3室2厅,西,https://hz.lianjia.com/zufang/103102755162.html,7000,1,2018.09.08 ,未来科技城租房/中楼层(共22层)/2015年建板楼
新西湖小镇 2室1厅 2300元,新西湖小镇,89,2室1厅,北,https://hz.lianjia.com/zufang/103102750797.html,2300,0,2018.09.07 ,闲林租房/低楼层(共24层)/2012年建板楼
钱塘航空大厦 2室1厅 10000元,钱塘航空大厦,111,2室1厅,东南,https://hz.lianjia.com/zufang/103102750409.html,10000,0,2018.09.07 ,钱江新城租房/低楼层(共37层)/2012年建塔楼
西溪蓝海 1室1厅 3100元,西溪蓝海,40,1室1厅,南,https://hz.lianjia.com/zufang/103102736273.html,3100,0,2018.09.05 ,未来科技城租房/中楼层(共23层)/2017年建板楼
新天地G193广场 1室1厅 2700元,新天地G193广场,30,1室1厅,东 西,https://hz.lianjia.com/zufang/103102741276.html,2700,0,2018.09.03 ,三塘租房/高楼层(共20层)/2016年建板楼
中海御道 4室2厅 23000元,中海御道,238.12,4室2厅,南 北,https://hz.lianjia.com/zufang/103102715136.html,23000,0,2018.09.07 ,钱江新城租房/中楼层(共29层)/2016年建板塔结合
精装修 带车位 拎包入住，看房方便，房东诚心出租,金都夏宫,90,4室1厅,南,https://hz.lianjia.com/zufang/103102737707.html,3000,0,2018.09.08 ,临平租房/低楼层(共19层)/暂无数据
白马湖小区白鹤苑5居室 06卧,白马湖小区白鹤苑,11.8,5室1厅,西,https://hz.lianjia.com/zufang/HZ0004809189.html,1790,0,2018.08.12 ,白马湖租房/中楼层(共28层)/暂无数据
赵家花苑 2室1厅 3000元,赵家花苑,63,2室1厅,南,https://hz.lianjia.com/zufang/103102759304.html,3000,1,2018.09.05 ,丁桥租房/低楼层(共15层)/2014年建板楼
精装修  湖景房 可视整个南湖 看湖无死角,湖山帝景湾,130,3室2厅,西,https://hz.lianjia.com/zufang/103102755162.html,7000,1,2018.09.08 ,未来科技城租房/中楼层(共22层)/2015年建板楼
新西湖小镇 2室1厅 2300元,新西湖小镇,89,2室1厅,北,https://hz.lianjia.com/zufang/103102750797.html,2300,0,2018.09.07 ,闲林租房/低楼层(共24层)/2012年建板楼
钱塘航空大厦 2室1厅 10000元,钱塘航空大厦,111,2室1厅,东南,https://hz.lianjia.com/zufang/103102750409.html,10000,0,2018.09.07 ,钱江新城租房/低楼层(共37层)/2012年建塔楼
西溪蓝海 1室1厅 3100元,西溪蓝海,40,1室1厅,南,https://hz.lianjia.com/zufang/103102736273.html,3100,0,2018.09.05 ,未来科技城租房/中楼层(共23层)/2017年建板楼
新天地G193广场 1室1厅 2700元,新天地G193广场,30,1室1厅,东 西,https://hz.lianjia.com/zufang/103102741276.html,2700,0,2018.09.03 ,三塘租房/高楼层(共20层)/2016年建板楼
中海御道 4室2厅 23000元,中海御道,238.12,4室2厅,南 北,https://hz.lianjia.com/zufang/103102715136.html,23000,0,2018.09.07 ,钱江新城租房/中楼层(共29层)/2016年建板塔结合
精装修 带车位 拎包入住，看房方便，房东诚心出租,金都夏宫,90,4室1厅,南,https://hz.lianjia.com/zufang/103102737707.html,3000,0,2018.09.08 ,临平租房/低楼层(共19层)/暂无数据
白马湖小区白鹤苑5居室 06卧,白马湖小区白鹤苑,11.8,5室1厅,西,https://hz.lianjia.com/zufang/HZ0004809189.html,1790,0,2018.08.12 ,白马湖租房/中楼层(共28层)/暂无数据
赵家花苑 2室1厅 3000元,赵家花苑,63,2室1厅,南,https://hz.lianjia.com/zufang/103102759304.html,3000,1,2018.09.05 ,丁桥租房/低楼层(共15层)/2014年建板楼
精装修  湖景房 可视整个南湖 看湖无死角,湖山帝景湾,130,3室2厅,西,https://hz.lianjia.com/zufang/103102755162.html,7000,1,2018.09.08 ,未来科技城租房/中楼层(共22层)/2015年建板楼
新西湖小镇 2室1厅 2300元,新西湖小镇,89,2室1厅,北,https://hz.lianjia.com/zufang/103102750797.html,2300,0,2018.09.07 ,闲林租房/低楼层(共24层)/2012年建板楼
钱塘航空大厦 2室1厅 10000元,钱塘航空大厦,111,2室1厅,东南,https://hz.lianjia.com/zufang/103102750409.html,10000,0,2018.09.07 ,钱江新城租房/低楼层(共37层)/2012年建塔楼
西溪蓝海 1室1厅 3100元,西溪蓝海,40,1室1厅,南,https://hz.lianjia.com/zufang/103102736273.html,3100,0,2018.09.05 ,未来科技城租房/中楼层(共23层)/2017年建板楼
新天地G193广场 1室1厅 2700元,新天地G193广场,30,1室1厅,东 西,https://hz.lianjia.com/zufang/103102741276.html,2700,0,2018.09.03 ,三塘租房/高楼层(共20层)/2016年建板楼
优质楼盘，CBD位置，高档人士和读书的不二选择,远洋公馆,191.38,4室2厅,南,https://hz.lianjia.com/zufang/103102432296.html,21000,0,2018.09.05 ,拱宸桥租房/中楼层(共31层)/2012年建板楼
中海御道 4室2厅 23000元,中海御道,238.12,4室2厅,南 北,https://hz.lianjia.com/zufang/103102715136.html,23000,0,2018.09.07 ,钱江新城租房/中楼层(共29层)/2016年建板塔结合
精装修 带车位 拎包入住，看房方便，房东诚心出租,金都夏宫,90,4室1厅,南,https://hz.lianjia.com/zufang/103102737707.html,3000,0,2018.09.08 ,临平租房/低楼层(共19层)/暂无数据
白马湖小区白鹤苑5居室 06卧,白马湖小区白鹤苑,11.8,5室1厅,西,https://hz.lianjia.com/zufang/HZ0004809189.html,1790,0,2018.08.12 ,白马湖租房/中楼层(共28层)/暂无数据
赵家花苑 2室1厅 3000元,赵家花苑,63,2室1厅,南,https://hz.lianjia.com/zufang/103102759304.html,3000,1,2018.09.05 ,丁桥租房/低楼层(共15层)/2014年建板楼
精装修  湖景房 可视整个南湖 看湖无死角,湖山帝景湾,130,3室2厅,西,https://hz.lianjia.com/zufang/103102755162.html,7000,1,2018.09.08 ,未来科技城租房/中楼层(共22层)/2015年建板楼
"江南丽锦127方毛坯房，飞虹路地铁口,",顺发江南丽锦,127,3室2厅,南,https://hz.lianjia.com/zufang/103102308595.html,4800,0,2018.09.03 ,钱江世纪城租房/低楼层(共30层)/2014年建板楼
新西湖小镇 2室1厅 2300元,新西湖小镇,89,2室1厅,北,https://hz.lianjia.com/zufang/103102750797.html,2300,0,2018.09.07 ,闲林租房/低楼层(共24层)/2012年建板楼
金地格林格林 2室1厅 2500元,金地格林格林,77,2室1厅,南,https://hz.lianjia.com/zufang/103102399951.html,2500,1,2018.09.07 ,丁桥租房/中楼层(共17层)/2015年建塔楼
钱塘航空大厦 2室1厅 10000元,钱塘航空大厦,111,2室1厅,东南,https://hz.lianjia.com/zufang/103102750409.html,10000,0,2018.09.07 ,钱江新城租房/低楼层(共37层)/2012年建塔楼
中奥江锦国际 1室1厅 4700元,中奥江锦国际,50,1室1厅,南,https://hz.lianjia.com/zufang/103102750657.html,4700,2,2018.09.07 ,滨江区政府租房/高楼层(共26层)/2012年建板楼
林之语 5室2厅 6200元,林之语,158,5室2厅,南,https://hz.lianjia.com/zufang/103102774820.html,6200,1,2018.09.07 ,钱江世纪城租房/高楼层(共11层)/2012年建板楼
钱塘航空大厦 2室1厅 10000元,钱塘航空大厦,111,2室1厅,东南,https://hz.lianjia.com/zufang/103102750409.html,10000,0,2018.09.07 ,钱江新城租房/低楼层(共37层)/2012年建塔楼
西溪蓝海 1室1厅 3100元,西溪蓝海,40,1室1厅,南,https://hz.lianjia.com/zufang/103102736273.html,3100,0,2018.09.05 ,未来科技城租房/中楼层(共23层)/2017年建板楼
新天地G193广场 1室1厅 2700元,新天地G193广场,30,1室1厅,东 西,https://hz.lianjia.com/zufang/103102741276.html,2700,0,2018.09.03 ,三塘租房/高楼层(共20层)/2016年建板楼
优质楼盘，CBD位置，高档人士和读书的不二选择,远洋公馆,191.38,4室2厅,南,https://hz.lianjia.com/zufang/103102432296.html,21000,0,2018.09.05 ,拱宸桥租房/中楼层(共31层)/2012年建板楼
中海御道 4室2厅 23000元,中海御道,238.12,4室2厅,南 北,https://hz.lianjia.com/zufang/103102715136.html,23000,0,2018.09.07 ,钱江新城租房/中楼层(共29层)/2016年建板塔结合
精装修 带车位 拎包入住，看房方便，房东诚心出租,金都夏宫,90,4室1厅,南,https://hz.lianjia.com/zufang/103102737707.html,3000,0,2018.09.08 ,临平租房/低楼层(共19层)/暂无数据
白马湖小区白鹤苑5居室 06卧,白马湖小区白鹤苑,11.8,5室1厅,西,https://hz.lianjia.com/zufang/HZ0004809189.html,1790,0,2018.08.12 ,白马湖租房/中楼层(共28层)/暂无数据
赵家花苑 2室1厅 3000元,赵家花苑,63,2室1厅,南,https://hz.lianjia.com/zufang/103102759304.html,3000,1,2018.09.05 ,丁桥租房/低楼层(共15层)/2014年建板楼
精装修  湖景房 可视整个南湖 看湖无死角,湖山帝景湾,130,3室2厅,西,https://hz.lianjia.com/zufang/103102755162.html,7000,1,2018.09.08 ,未来科技城租房/中楼层(共22层)/2015年建板楼
"江南丽锦127方毛坯房，飞虹路地铁口,",顺发江南丽锦,127,3室2厅,南,https://hz.lianjia.com/zufang/103102308595.html,4800,0,2018.09.03 ,钱江世纪城租房/低楼层(共30层)/2014年建板楼
新西湖小镇 2室1厅 2300元,新西湖小镇,89,2室1厅,北,https://hz.lianjia.com/zufang/103102750797.html,2300,0,2018.09.07 ,闲林租房/低楼层(共24层)/2012年建板楼
金地格林格林 2室1厅 2500元,金地格林格林,77,2室1厅,南,https://hz.lianjia.com/zufang/103102399951.html,2500,1,2018.09.07 ,丁桥租房/中楼层(共17层)/2015年建塔楼
钱塘航空大厦 2室1厅 10000元,钱塘航空大厦,111,2室1厅,东南,https://hz.lianjia.com/zufang/103102750409.html,10000,0,2018.09.07 ,钱江新城租房/低楼层(共37层)/2012年建塔楼
中奥江锦国际 1室1厅 4700元,中奥江锦国际,50,1室1厅,南,https://hz.lianjia.com/zufang/103102750657.html,4700,2,2018.09.07 ,滨江区政府租房/高楼层(共26层)/2012年建板楼
林之语 5室2厅 6200元,林之语,158,5室2厅,南,https://hz.lianjia.com/zufang/103102774820.html,6200,1,2018.09.07 ,钱江世纪城租房/高楼层(共11层)/2012年建板楼
钱塘航空大厦 2室1厅 10000元,钱塘航空大厦,111,2室1厅,东南,https://hz.lianjia.com/zufang/103102750409.html,10000,0,2018.09.07 ,钱江新城租房/低楼层(共37层)/2012年建塔楼
西溪蓝海 1室1厅 3100元,西溪蓝海,40,1室1厅,南,https://hz.lianjia.com/zufang/103102736273.html,3100,0,2018.09.05 ,未来科技城租房/中楼层(共23层)/2017年建板楼
新天地G193广场 1室1厅 2700元,新天地G193广场,30,1室1厅,东 西,https://hz.lianjia.com/zufang/103102741276.html,2700,0,2018.09.03 ,三塘租房/高楼层(共20层)/2016年建板楼
新天地G193广场 1室1厅 2700元,新天地G193广场,30,1室1厅,东 西,https://hz.lianjia.com/zufang/103102741276.html,2700,0,2018.09.03 ,三塘租房/高楼层(共20层)/2016年建板楼
优质楼盘，CBD位置，高档人士和读书的不二选择,远洋公馆,191.38,4室2厅,南,https://hz.lianjia.com/zufang/103102432296.html,21000,0,2018.09.05 ,拱宸桥租房/中楼层(共31层)/2012年建板楼
中海御道 4室2厅 23000元,中海御道,238.12,4室2厅,南 北,https://hz.lianjia.com/zufang/103102715136.html,23000,0,2018.09.07 ,钱江新城租房/中楼层(共29层)/2016年建板塔结合
精装修 带车位 拎包入住，看房方便，房东诚心出租,金都夏宫,90,4室1厅,南,https://hz.lianjia.com/zufang/103102737707.html,3000,0,2018.09.08 ,临平租房/低楼层(共19层)/暂无数据
白马湖小区白鹤苑5居室 06卧,白马湖小区白鹤苑,11.8,5室1厅,西,https://hz.lianjia.com/zufang/HZ0004809189.html,1790,0,2018.08.12 ,白马湖租房/中楼层(共28层)/暂无数据
赵家花苑 2室1厅 3000元,赵家花苑,63,2室1厅,南,https://hz.lianjia.com/zufang/103102759304.html,3000,1,2018.09.05 ,丁桥租房/低楼层(共15层)/2014年建板楼
精装修  湖景房 可视整个南湖 看湖无死角,湖山帝景湾,130,3室2厅,西,https://hz.lianjia.com/zufang/103102755162.html,7000,1,2018.09.08 ,未来科技城租房/中楼层(共22层)/2015年建板楼
"江南丽锦127方毛坯房，飞虹路地铁口,",顺发江南丽锦,127,3室2厅,南,https://hz.lianjia.com/zufang/103102308595.html,4800,0,2018.09.03 ,钱江世纪城租房/低楼层(共30层)/2014年建板楼
新西湖小镇 2室1厅 2300元,新西湖小镇,89,2室1厅,北,https://hz.lianjia.com/zufang/103102750797.html,2300,0,2018.09.07 ,闲林租房/低楼层(共24层)/2012年建板楼
新西湖小镇 2室1厅 2300元,新西湖小镇,89,2室1厅,北,https://hz.lianjia.com/zufang/103102750797.html,2300,0,2018.09.07 ,闲林租房/低楼层(共24层)/2012年建板楼
金地格林格林 2室1厅 2500元,金地格林格林,77,2室1厅,南,https://hz.lianjia.com/zufang/103102399951.html,2500,1,2018.09.07 ,丁桥租房/中楼层(共17层)/2015年建塔楼
钱塘航空大厦 2室1厅 10000元,钱塘航空大厦,111,2室1厅,东南,https://hz.lianjia.com/zufang/103102750409.html,10000,0,2018.09.07 ,钱江新城租房/低楼层(共37层)/2012年建塔楼
中奥江锦国际 1室1厅 4700元,中奥江锦国际,50,1室1厅,南,https://hz.lianjia.com/zufang/103102750657.html,4700,2,2018.09.07 ,滨江区政府租房/高楼层(共26层)/2012年建板楼
林之语 5室2厅 6200元,林之语,158,5室2厅,南,https://hz.lianjia.com/zufang/103102774820.html,6200,1,2018.09.07 ,钱江世纪城租房/高楼层(共11层)/2012年建板楼
钱塘航空大厦 2室1厅 10000元,钱塘航空大厦,111,2室1厅,东南,https://hz.lianjia.com/zufang/103102750409.html,10000,0,2018.09.07 ,钱江新城租房/低楼层(共37层)/2012年建塔楼
西溪蓝海 1室1厅 3100元,西溪蓝海,40,1室1厅,南,https://hz.lianjia.com/zufang/103102736273.html,3100,0,2018.09.05 ,未来科技城租房/中楼层(共23层)/2017年建板楼
新天地G193广场 1室1厅 2700元,新天地G193广场,30,1室1厅,东 西,https://hz.lianjia.com/zufang/103102741276.html,2700,0,2018.09.03 ,三塘租房/高楼层(共20层)/2016年建板楼
新天地G193广场 1室1厅 2700元,新天地G193广场,30,1室1厅,东 西,https://hz.lianjia.com/zufang/103102741276.html,2700,0,2018.09.03 ,三塘租房/高楼层(共20层)/2016年建板楼
优质楼盘，CBD位置，高档人士和读书的不二选择,远洋公馆,191.38,4室2厅,南,https://hz.lianjia.com/zufang/103102432296.html,21000,0,2018.09.05 ,拱宸桥租房/中楼层(共31层)/2012年建板楼
中海御道 4室2厅 23000元,中海御道,238.12,4室2厅,南 北,https://hz.lianjia.com/zufang/103102715136.html,23000,0,2018.09.07 ,钱江新城租房/中楼层(共29层)/2016年建板塔结合
精装修 带车位 拎包入住，看房方便，房东诚心出租,金都夏宫,90,4室1厅,南,https://hz.lianjia.com/zufang/103102737707.html,3000,0,2018.09.08 ,临平租房/低楼层(共19层)/暂无数据
白马湖小区白鹤苑5居室 06卧,白马湖小区白鹤苑,11.8,5室1厅,西,https://hz.lianjia.com/zufang/HZ0004809189.html,1790,0,2018.08.12 ,白马湖租房/中楼层(共28层)/暂无数据
赵家花苑 2室1厅 3000元,赵家花苑,63,2室1厅,南,https://hz.lianjia.com/zufang/103102759304.html,3000,1,2018.09.05 ,丁桥租房/低楼层(共15层)/2014年建板楼
精装修  湖景房 可视整个南湖 看湖无死角,湖山帝景湾,130,3室2厅,西,https://hz.lianjia.com/zufang/103102755162.html,7000,1,2018.09.08 ,未来科技城租房/中楼层(共22层)/2015年建板楼
新湖武林国际公寓 2室1厅 11500元,新湖武林国际公寓,88,2室1厅,南,https://hz.lianjia.com/zufang/103102636007.html,11500,0,2018.09.07 ,体育场路租房/低楼层(共30层)/2014年建板楼
